Name,description,Categories,Images
Erika Running Short-31-Green,"<p>A great short with a body-hugging design, the Erika Running Short is perfect for runners who prefer a fitted short rather than the traditional baggy variety.</p> <p>&bull; Seafoam pattern running shorts.<br />&bull; Elastic waistband.<br />&bull; Snug fit.<br />&bull; 4'' inseam.<br />&bull; 76% premium brushed Nylon / 24% Spandex.</p>",Clothing>Women>Bottoms>Shorts|Clothing>Collections>Erin Recommends|Clothing,"http://eimages.valtim.com/acme-images/product/w/s/wsh12-green_main.jpg,http://eimages.valtim.com/acme-images/product/w/s/wsh12-green_alt1.jpg,http://eimages.valtim.com/acme-images/product/w/s/wsh12-green_back.jpg"
Erika Running Short-31-Purple,"<p>A great short with a body-hugging design, the Erika Running Short is perfect for runners who prefer a fitted short rather than the traditional baggy variety.</p> <p>&bull; Seafoam pattern running shorts.<br />&bull; Elastic waistband.<br />&bull; Snug fit.<br />&bull; 4'' inseam.<br />&bull; 76% premium brushed Nylon / 24% Spandex.</p>",Clothing>Women>Bottoms>Shorts|Clothing>Collections>Erin Recommends|Clothing,http://eimages.valtim.com/acme-images/product/w/s/wsh12-purple_main.jpg
Erika Running Short-31-Red,"<p>A great short with a body-hugging design, the Erika Running Short is perfect for runners who prefer a fitted short rather than the traditional baggy variety.</p> <p>&bull; Seafoam pattern running shorts.<br />&bull; Elastic waistband.<br />&bull; Snug fit.<br />&bull; 4'' inseam.<br />&bull; 76% premium brushed Nylon / 24% Spandex.</p>",Clothing>Women>Bottoms>Shorts|Clothing>Collections>Erin Recommends|Clothing,http://eimages.valtim.com/acme-images/product/w/s/wsh12-red_main.jpg
Erika Running Short-32-Green,"<p>A great short with a body-hugging design, the Erika Running Short is perfect for runners who prefer a fitted short rather than the traditional baggy variety.</p> <p>&bull; Seafoam pattern running shorts.<br />&bull; Elastic waistband.<br />&bull; Snug fit.<br />&bull; 4'' inseam.<br />&bull; 76% premium brushed Nylon / 24% Spandex.</p>",Clothing>Women>Bottoms>Shorts|Clothing>Collections>Erin Recommends|Clothing,"http://eimages.valtim.com/acme-images/product/w/s/wsh12-green_main.jpg,http://eimages.valtim.com/acme-images/product/w/s/wsh12-green_alt1.jpg,http://eimages.valtim.com/acme-images/product/w/s/wsh12-green_back.jpg"
Erika Running Short-32-Purple,"<p>A great short with a body-hugging design, the Erika Running Short is perfect for runners who prefer a fitted short rather than the traditional baggy variety.</p> <p>&bull; Seafoam pattern running shorts.<br />&bull; Elastic waistband.<br />&bull; Snug fit.<br />&bull; 4'' inseam.<br />&bull; 76% premium brushed Nylon / 24% Spandex.</p>",Clothing>Women>Bottoms>Shorts|Clothing>Collections>Erin Recommends|Clothing,http://eimages.valtim.com/acme-images/product/w/s/wsh12-purple_main.jpg
Erika Running Short-32-Red,"<p>A great short with a body-hugging design, the Erika Running Short is perfect for runners who prefer a fitted short rather than the traditional baggy variety.</p> <p>&bull; Seafoam pattern running shorts.<br />&bull; Elastic waistband.<br />&bull; Snug fit.<br />&bull; 4'' inseam.<br />&bull; 76% premium brushed Nylon / 24% Spandex.</p>",Clothing>Women>Bottoms>Shorts|Clothing>Collections>Erin Recommends|Clothing,http://eimages.valtim.com/acme-images/product/w/s/wsh12-red_main.jpg
Bella Tank,"<p>Style, performance and comfort mix it up in the Bella Tank. With striking color block contrast, fitted form and a built-in bra, you'll be supported and stylish at the same time.</p> <p>&bull; Navy blue tank top - cotton.<br />&bull; Feminine scoop neckline.<br />&bull; Power mesh lining in shelf bra for superior support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Clothing>Women>Tops>Bras & Tanks|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/w/t/wt01-blue_main.jpg,http://eimages.valtim.com/acme-images/product/w/t/wt01-blue_back.jpg"
Bella Tank-L-Black,"<p>Style, performance and comfort mix it up in the Bella Tank. With striking color block contrast, fitted form and a built-in bra, you'll be supported and stylish at the same time.</p> <p>&bull; Navy blue tank top - cotton.<br />&bull; Feminine scoop neckline.<br />&bull; Power mesh lining in shelf bra for superior support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Clothing>Women>Tops>Bras & Tanks|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/w/t/wt01-black_main.jpg
Bella Tank-L-Blue,"<p>Style, performance and comfort mix it up in the Bella Tank. With striking color block contrast, fitted form and a built-in bra, you'll be supported and stylish at the same time.</p> <p>&bull; Navy blue tank top - cotton.<br />&bull; Feminine scoop neckline.<br />&bull; Power mesh lining in shelf bra for superior support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Clothing>Women>Tops>Bras & Tanks|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/w/t/wt01-blue_main.jpg,http://eimages.valtim.com/acme-images/product/w/t/wt01-blue_back.jpg"
Bella Tank-L-Orange,"<p>Style, performance and comfort mix it up in the Bella Tank. With striking color block contrast, fitted form and a built-in bra, you'll be supported and stylish at the same time.</p> <p>&bull; Navy blue tank top - cotton.<br />&bull; Feminine scoop neckline.<br />&bull; Power mesh lining in shelf bra for superior support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Clothing>Women>Tops>Bras & Tanks|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/w/t/wt01-orange_main.jpg
Bella Tank-M-Black,"<p>Style, performance and comfort mix it up in the Bella Tank. With striking color block contrast, fitted form and a built-in bra, you'll be supported and stylish at the same time.</p> <p>&bull; Navy blue tank top - cotton.<br />&bull; Feminine scoop neckline.<br />&bull; Power mesh lining in shelf bra for superior support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Clothing>Women>Tops>Bras & Tanks|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/w/t/wt01-black_main.jpg
Bella Tank-M-Blue,"<p>Style, performance and comfort mix it up in the Bella Tank. With striking color block contrast, fitted form and a built-in bra, you'll be supported and stylish at the same time.</p> <p>&bull; Navy blue tank top - cotton.<br />&bull; Feminine scoop neckline.<br />&bull; Power mesh lining in shelf bra for superior support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Clothing>Women>Tops>Bras & Tanks|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/w/t/wt01-blue_main.jpg,http://eimages.valtim.com/acme-images/product/w/t/wt01-blue_back.jpg"
Bella Tank-M-Orange,"<p>Style, performance and comfort mix it up in the Bella Tank. With striking color block contrast, fitted form and a built-in bra, you'll be supported and stylish at the same time.</p> <p>&bull; Navy blue tank top - cotton.<br />&bull; Feminine scoop neckline.<br />&bull; Power mesh lining in shelf bra for superior support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Clothing>Women>Tops>Bras & Tanks|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/w/t/wt01-orange_main.jpg
Bella Tank-S-Black,"<p>Style, performance and comfort mix it up in the Bella Tank. With striking color block contrast, fitted form and a built-in bra, you'll be supported and stylish at the same time.</p> <p>&bull; Navy blue tank top - cotton.<br />&bull; Feminine scoop neckline.<br />&bull; Power mesh lining in shelf bra for superior support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Clothing>Women>Tops>Bras & Tanks|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/w/t/wt01-black_main.jpg
Bella Tank-S-Blue,"<p>Style, performance and comfort mix it up in the Bella Tank. With striking color block contrast, fitted form and a built-in bra, you'll be supported and stylish at the same time.</p> <p>&bull; Navy blue tank top - cotton.<br />&bull; Feminine scoop neckline.<br />&bull; Power mesh lining in shelf bra for superior support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Clothing>Women>Tops>Bras & Tanks|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/w/t/wt01-blue_main.jpg,http://eimages.valtim.com/acme-images/product/w/t/wt01-blue_back.jpg"
Bella Tank-S-Orange,"<p>Style, performance and comfort mix it up in the Bella Tank. With striking color block contrast, fitted form and a built-in bra, you'll be supported and stylish at the same time.</p> <p>&bull; Navy blue tank top - cotton.<br />&bull; Feminine scoop neckline.<br />&bull; Power mesh lining in shelf bra for superior support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Clothing>Women>Tops>Bras & Tanks|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/w/t/wt01-orange_main.jpg
Bella Tank-XL-Black,"<p>Style, performance and comfort mix it up in the Bella Tank. With striking color block contrast, fitted form and a built-in bra, you'll be supported and stylish at the same time.</p> <p>&bull; Navy blue tank top - cotton.<br />&bull; Feminine scoop neckline.<br />&bull; Power mesh lining in shelf bra for superior support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Clothing>Women>Tops>Bras & Tanks|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/w/t/wt01-black_main.jpg
Bella Tank-XL-Blue,"<p>Style, performance and comfort mix it up in the Bella Tank. With striking color block contrast, fitted form and a built-in bra, you'll be supported and stylish at the same time.</p> <p>&bull; Navy blue tank top - cotton.<br />&bull; Feminine scoop neckline.<br />&bull; Power mesh lining in shelf bra for superior support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Clothing>Women>Tops>Bras & Tanks|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/w/t/wt01-blue_main.jpg,http://eimages.valtim.com/acme-images/product/w/t/wt01-blue_back.jpg"
Bella Tank-XL-Orange,"<p>Style, performance and comfort mix it up in the Bella Tank. With striking color block contrast, fitted form and a built-in bra, you'll be supported and stylish at the same time.</p> <p>&bull; Navy blue tank top - cotton.<br />&bull; Feminine scoop neckline.<br />&bull; Power mesh lining in shelf bra for superior support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Clothing>Women>Tops>Bras & Tanks|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/w/t/wt01-orange_main.jpg
Bella Tank-XS-Black,"<p>Style, performance and comfort mix it up in the Bella Tank. With striking color block contrast, fitted form and a built-in bra, you'll be supported and stylish at the same time.</p> <p>&bull; Navy blue tank top - cotton.<br />&bull; Feminine scoop neckline.<br />&bull; Power mesh lining in shelf bra for superior support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Clothing>Women>Tops>Bras & Tanks|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/w/t/wt01-black_main.jpg
Bella Tank-XS-Blue,"<p>Style, performance and comfort mix it up in the Bella Tank. With striking color block contrast, fitted form and a built-in bra, you'll be supported and stylish at the same time.</p> <p>&bull; Navy blue tank top - cotton.<br />&bull; Feminine scoop neckline.<br />&bull; Power mesh lining in shelf bra for superior support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Clothing>Women>Tops>Bras & Tanks|Clothing>Collections>Eco Friendly|Clothing,"http://eimages.valtim.com/acme-images/product/w/t/wt01-blue_main.jpg,http://eimages.valtim.com/acme-images/product/w/t/wt01-blue_back.jpg"
Bella Tank-XS-Orange,"<p>Style, performance and comfort mix it up in the Bella Tank. With striking color block contrast, fitted form and a built-in bra, you'll be supported and stylish at the same time.</p> <p>&bull; Navy blue tank top - cotton.<br />&bull; Feminine scoop neckline.<br />&bull; Power mesh lining in shelf bra for superior support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Clothing>Women>Tops>Bras & Tanks|Clothing>Collections>Eco Friendly|Clothing,http://eimages.valtim.com/acme-images/product/w/t/wt01-orange_main.jpg
Zoe Tank,"<p>The Zoe Tank leads with eye-catching fitness-pop looks, keeping your studio style uptrend. The inner shelf bra and soft, breathable fabric create a tank top that looks, feels and fits great.</p> <p>&bull; Salmon heather tank top.<br />&bull; 1"" elastic band on inner bra.<br />&bull; Mesh lining on shelf bra for support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Clothing>Women>Tops>Bras & Tanks,"http://eimages.valtim.com/acme-images/product/w/t/wt02-orange_main.jpg,http://eimages.valtim.com/acme-images/product/w/t/wt02-orange_back.jpg"
Zoe Tank-L-Green,"<p>The Zoe Tank leads with eye-catching fitness-pop looks, keeping your studio style uptrend. The inner shelf bra and soft, breathable fabric create a tank top that looks, feels and fits great.</p> <p>&bull; Salmon heather tank top.<br />&bull; 1"" elastic band on inner bra.<br />&bull; Mesh lining on shelf bra for support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Clothing>Women>Tops>Bras & Tanks,http://eimages.valtim.com/acme-images/product/w/t/wt02-green_main.jpg
Zoe Tank-L-Orange,"<p>The Zoe Tank leads with eye-catching fitness-pop looks, keeping your studio style uptrend. The inner shelf bra and soft, breathable fabric create a tank top that looks, feels and fits great.</p> <p>&bull; Salmon heather tank top.<br />&bull; 1"" elastic band on inner bra.<br />&bull; Mesh lining on shelf bra for support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Clothing>Women>Tops>Bras & Tanks,"http://eimages.valtim.com/acme-images/product/w/t/wt02-orange_main.jpg,http://eimages.valtim.com/acme-images/product/w/t/wt02-orange_back.jpg"
Zoe Tank-L-Yellow,"<p>The Zoe Tank leads with eye-catching fitness-pop looks, keeping your studio style uptrend. The inner shelf bra and soft, breathable fabric create a tank top that looks, feels and fits great.</p> <p>&bull; Salmon heather tank top.<br />&bull; 1"" elastic band on inner bra.<br />&bull; Mesh lining on shelf bra for support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Clothing>Women>Tops>Bras & Tanks,http://eimages.valtim.com/acme-images/product/w/t/wt02-yellow_main.jpg
Zoe Tank-M-Green,"<p>The Zoe Tank leads with eye-catching fitness-pop looks, keeping your studio style uptrend. The inner shelf bra and soft, breathable fabric create a tank top that looks, feels and fits great.</p> <p>&bull; Salmon heather tank top.<br />&bull; 1"" elastic band on inner bra.<br />&bull; Mesh lining on shelf bra for support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Clothing>Women>Tops>Bras & Tanks,http://eimages.valtim.com/acme-images/product/w/t/wt02-green_main.jpg
Zoe Tank-M-Orange,"<p>The Zoe Tank leads with eye-catching fitness-pop looks, keeping your studio style uptrend. The inner shelf bra and soft, breathable fabric create a tank top that looks, feels and fits great.</p> <p>&bull; Salmon heather tank top.<br />&bull; 1"" elastic band on inner bra.<br />&bull; Mesh lining on shelf bra for support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Clothing>Women>Tops>Bras & Tanks,"http://eimages.valtim.com/acme-images/product/w/t/wt02-orange_main.jpg,http://eimages.valtim.com/acme-images/product/w/t/wt02-orange_back.jpg"
Zoe Tank-M-Yellow,"<p>The Zoe Tank leads with eye-catching fitness-pop looks, keeping your studio style uptrend. The inner shelf bra and soft, breathable fabric create a tank top that looks, feels and fits great.</p> <p>&bull; Salmon heather tank top.<br />&bull; 1"" elastic band on inner bra.<br />&bull; Mesh lining on shelf bra for support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Clothing>Women>Tops>Bras & Tanks,http://eimages.valtim.com/acme-images/product/w/t/wt02-yellow_main.jpg
Zoe Tank-S-Green,"<p>The Zoe Tank leads with eye-catching fitness-pop looks, keeping your studio style uptrend. The inner shelf bra and soft, breathable fabric create a tank top that looks, feels and fits great.</p> <p>&bull; Salmon heather tank top.<br />&bull; 1"" elastic band on inner bra.<br />&bull; Mesh lining on shelf bra for support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Clothing>Women>Tops>Bras & Tanks,http://eimages.valtim.com/acme-images/product/w/t/wt02-green_main.jpg
Zoe Tank-S-Orange,"<p>The Zoe Tank leads with eye-catching fitness-pop looks, keeping your studio style uptrend. The inner shelf bra and soft, breathable fabric create a tank top that looks, feels and fits great.</p> <p>&bull; Salmon heather tank top.<br />&bull; 1"" elastic band on inner bra.<br />&bull; Mesh lining on shelf bra for support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Clothing>Women>Tops>Bras & Tanks,"http://eimages.valtim.com/acme-images/product/w/t/wt02-orange_main.jpg,http://eimages.valtim.com/acme-images/product/w/t/wt02-orange_back.jpg"
Zoe Tank-S-Yellow,"<p>The Zoe Tank leads with eye-catching fitness-pop looks, keeping your studio style uptrend. The inner shelf bra and soft, breathable fabric create a tank top that looks, feels and fits great.</p> <p>&bull; Salmon heather tank top.<br />&bull; 1"" elastic band on inner bra.<br />&bull; Mesh lining on shelf bra for support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Clothing>Women>Tops>Bras & Tanks,http://eimages.valtim.com/acme-images/product/w/t/wt02-yellow_main.jpg
Zoe Tank-XL-Green,"<p>The Zoe Tank leads with eye-catching fitness-pop looks, keeping your studio style uptrend. The inner shelf bra and soft, breathable fabric create a tank top that looks, feels and fits great.</p> <p>&bull; Salmon heather tank top.<br />&bull; 1"" elastic band on inner bra.<br />&bull; Mesh lining on shelf bra for support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Clothing>Women>Tops>Bras & Tanks,http://eimages.valtim.com/acme-images/product/w/t/wt02-green_main.jpg
Zoe Tank-XL-Orange,"<p>The Zoe Tank leads with eye-catching fitness-pop looks, keeping your studio style uptrend. The inner shelf bra and soft, breathable fabric create a tank top that looks, feels and fits great.</p> <p>&bull; Salmon heather tank top.<br />&bull; 1"" elastic band on inner bra.<br />&bull; Mesh lining on shelf bra for support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Clothing>Women>Tops>Bras & Tanks,"http://eimages.valtim.com/acme-images/product/w/t/wt02-orange_main.jpg,http://eimages.valtim.com/acme-images/product/w/t/wt02-orange_back.jpg"
Zoe Tank-XL-Yellow,"<p>The Zoe Tank leads with eye-catching fitness-pop looks, keeping your studio style uptrend. The inner shelf bra and soft, breathable fabric create a tank top that looks, feels and fits great.</p> <p>&bull; Salmon heather tank top.<br />&bull; 1"" elastic band on inner bra.<br />&bull; Mesh lining on shelf bra for support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Clothing>Women>Tops>Bras & Tanks,http://eimages.valtim.com/acme-images/product/w/t/wt02-yellow_main.jpg
Zoe Tank-XS-Green,"<p>The Zoe Tank leads with eye-catching fitness-pop looks, keeping your studio style uptrend. The inner shelf bra and soft, breathable fabric create a tank top that looks, feels and fits great.</p> <p>&bull; Salmon heather tank top.<br />&bull; 1"" elastic band on inner bra.<br />&bull; Mesh lining on shelf bra for support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Clothing>Women>Tops>Bras & Tanks,http://eimages.valtim.com/acme-images/product/w/t/wt02-green_main.jpg
Zoe Tank-XS-Orange,"<p>The Zoe Tank leads with eye-catching fitness-pop looks, keeping your studio style uptrend. The inner shelf bra and soft, breathable fabric create a tank top that looks, feels and fits great.</p> <p>&bull; Salmon heather tank top.<br />&bull; 1"" elastic band on inner bra.<br />&bull; Mesh lining on shelf bra for support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Clothing>Women>Tops>Bras & Tanks,"http://eimages.valtim.com/acme-images/product/w/t/wt02-orange_main.jpg,http://eimages.valtim.com/acme-images/product/w/t/wt02-orange_back.jpg"
Zoe Tank-XS-Yellow,"<p>The Zoe Tank leads with eye-catching fitness-pop looks, keeping your studio style uptrend. The inner shelf bra and soft, breathable fabric create a tank top that looks, feels and fits great.</p> <p>&bull; Salmon heather tank top.<br />&bull; 1"" elastic band on inner bra.<br />&bull; Mesh lining on shelf bra for support.<br />&bull; Soft, breathable fabric.<br />&bull; Dry wick fabric to stay cool and dry.</p>",Clothing>Women>Tops>Bras & Tanks,http://eimages.valtim.com/acme-images/product/w/t/wt02-yellow_main.jpg
Nora Practice Tank,"<p>A closet go-to, the Nora Practice Tank can be worn at or after workouts or beneath a baggy tee for a laid-back style. Perfect fit and very comfortable!</p> <p>&bull; Pink stripped tank with side rouching.<br />&bull; Pre-shrunk.<br />&bull; Garment dyed.<br />&bull; 92% Organic Cotton/8% Lycra.</p>",Clothing>Women>Tops>Bras & Tanks|Clothing>Collections>New Luma Yoga Collection|Clothing>Collections>Erin Recommends|Clothing,"http://eimages.valtim.com/acme-images/product/w/t/wt03-red_main.jpg,http://eimages.valtim.com/acme-images/product/w/t/wt03-red_alt1.jpg,http://eimages.valtim.com/acme-images/product/w/t/wt03-red_back.jpg"
Nora Practice Tank-L-Orange,"<p>A closet go-to, the Nora Practice Tank can be worn at or after workouts or beneath a baggy tee for a laid-back style. Perfect fit and very comfortable!</p> <p>&bull; Pink stripped tank with side rouching.<br />&bull; Pre-shrunk.<br />&bull; Garment dyed.<br />&bull; 92% Organic Cotton/8% Lycra.</p>",Clothing>Women>Tops>Bras & Tanks|Clothing>Collections>New Luma Yoga Collection|Clothing>Collections>Erin Recommends|Clothing,http://eimages.valtim.com/acme-images/product/w/t/wt03-orange_main.jpg
Nora Practice Tank-L-Purple,"<p>A closet go-to, the Nora Practice Tank can be worn at or after workouts or beneath a baggy tee for a laid-back style. Perfect fit and very comfortable!</p> <p>&bull; Pink stripped tank with side rouching.<br />&bull; Pre-shrunk.<br />&bull; Garment dyed.<br />&bull; 92% Organic Cotton/8% Lycra.</p>",Clothing>Women>Tops>Bras & Tanks|Clothing>Collections>New Luma Yoga Collection|Clothing>Collections>Erin Recommends|Clothing,http://eimages.valtim.com/acme-images/product/w/t/wt03-purple_main.jpg
Nora Practice Tank-L-Red,"<p>A closet go-to, the Nora Practice Tank can be worn at or after workouts or beneath a baggy tee for a laid-back style. Perfect fit and very comfortable!</p> <p>&bull; Pink stripped tank with side rouching.<br />&bull; Pre-shrunk.<br />&bull; Garment dyed.<br />&bull; 92% Organic Cotton/8% Lycra.</p>",Clothing>Women>Tops>Bras & Tanks|Clothing>Collections>New Luma Yoga Collection|Clothing>Collections>Erin Recommends|Clothing,"http://eimages.valtim.com/acme-images/product/w/t/wt03-red_main.jpg,http://eimages.valtim.com/acme-images/product/w/t/wt03-red_alt1.jpg,http://eimages.valtim.com/acme-images/product/w/t/wt03-red_back.jpg"
Nora Practice Tank-M-Orange,"<p>A closet go-to, the Nora Practice Tank can be worn at or after workouts or beneath a baggy tee for a laid-back style. Perfect fit and very comfortable!</p> <p>&bull; Pink stripped tank with side rouching.<br />&bull; Pre-shrunk.<br />&bull; Garment dyed.<br />&bull; 92% Organic Cotton/8% Lycra.</p>",Clothing>Women>Tops>Bras & Tanks|Clothing>Collections>New Luma Yoga Collection|Clothing>Collections>Erin Recommends|Clothing,http://eimages.valtim.com/acme-images/product/w/t/wt03-orange_main.jpg
Nora Practice Tank-M-Purple,"<p>A closet go-to, the Nora Practice Tank can be worn at or after workouts or beneath a baggy tee for a laid-back style. Perfect fit and very comfortable!</p> <p>&bull; Pink stripped tank with side rouching.<br />&bull; Pre-shrunk.<br />&bull; Garment dyed.<br />&bull; 92% Organic Cotton/8% Lycra.</p>",Clothing>Women>Tops>Bras & Tanks|Clothing>Collections>New Luma Yoga Collection|Clothing>Collections>Erin Recommends|Clothing,http://eimages.valtim.com/acme-images/product/w/t/wt03-purple_main.jpg
Nora Practice Tank-M-Red,"<p>A closet go-to, the Nora Practice Tank can be worn at or after workouts or beneath a baggy tee for a laid-back style. Perfect fit and very comfortable!</p> <p>&bull; Pink stripped tank with side rouching.<br />&bull; Pre-shrunk.<br />&bull; Garment dyed.<br />&bull; 92% Organic Cotton/8% Lycra.</p>",Clothing>Women>Tops>Bras & Tanks|Clothing>Collections>New Luma Yoga Collection|Clothing>Collections>Erin Recommends|Clothing,"http://eimages.valtim.com/acme-images/product/w/t/wt03-red_main.jpg,http://eimages.valtim.com/acme-images/product/w/t/wt03-red_alt1.jpg,http://eimages.valtim.com/acme-images/product/w/t/wt03-red_back.jpg"
Nora Practice Tank-S-Orange,"<p>A closet go-to, the Nora Practice Tank can be worn at or after workouts or beneath a baggy tee for a laid-back style. Perfect fit and very comfortable!</p> <p>&bull; Pink stripped tank with side rouching.<br />&bull; Pre-shrunk.<br />&bull; Garment dyed.<br />&bull; 92% Organic Cotton/8% Lycra.</p>",Clothing>Women>Tops>Bras & Tanks|Clothing>Collections>New Luma Yoga Collection|Clothing>Collections>Erin Recommends|Clothing,http://eimages.valtim.com/acme-images/product/w/t/wt03-orange_main.jpg
Nora Practice Tank-S-Purple,"<p>A closet go-to, the Nora Practice Tank can be worn at or after workouts or beneath a baggy tee for a laid-back style. Perfect fit and very comfortable!</p> <p>&bull; Pink stripped tank with side rouching.<br />&bull; Pre-shrunk.<br />&bull; Garment dyed.<br />&bull; 92% Organic Cotton/8% Lycra.</p>",Clothing>Women>Tops>Bras & Tanks|Clothing>Collections>New Luma Yoga Collection|Clothing>Collections>Erin Recommends|Clothing,http://eimages.valtim.com/acme-images/product/w/t/wt03-purple_main.jpg
Nora Practice Tank-S-Red,"<p>A closet go-to, the Nora Practice Tank can be worn at or after workouts or beneath a baggy tee for a laid-back style. Perfect fit and very comfortable!</p> <p>&bull; Pink stripped tank with side rouching.<br />&bull; Pre-shrunk.<br />&bull; Garment dyed.<br />&bull; 92% Organic Cotton/8% Lycra.</p>",Clothing>Women>Tops>Bras & Tanks|Clothing>Collections>New Luma Yoga Collection|Clothing>Collections>Erin Recommends|Clothing,"http://eimages.valtim.com/acme-images/product/w/t/wt03-red_main.jpg,http://eimages.valtim.com/acme-images/product/w/t/wt03-red_alt1.jpg,http://eimages.valtim.com/acme-images/product/w/t/wt03-red_back.jpg"
Nora Practice Tank-XL-Orange,"<p>A closet go-to, the Nora Practice Tank can be worn at or after workouts or beneath a baggy tee for a laid-back style. Perfect fit and very comfortable!</p> <p>&bull; Pink stripped tank with side rouching.<br />&bull; Pre-shrunk.<br />&bull; Garment dyed.<br />&bull; 92% Organic Cotton/8% Lycra.</p>",Clothing>Women>Tops>Bras & Tanks|Clothing>Collections>New Luma Yoga Collection|Clothing>Collections>Erin Recommends|Clothing,http://eimages.valtim.com/acme-images/product/w/t/wt03-orange_main.jpg
Nora Practice Tank-XL-Purple,"<p>A closet go-to, the Nora Practice Tank can be worn at or after workouts or beneath a baggy tee for a laid-back style. Perfect fit and very comfortable!</p> <p>&bull; Pink stripped tank with side rouching.<br />&bull; Pre-shrunk.<br />&bull; Garment dyed.<br />&bull; 92% Organic Cotton/8% Lycra.</p>",Clothing>Women>Tops>Bras & Tanks|Clothing>Collections>New Luma Yoga Collection|Clothing>Collections>Erin Recommends|Clothing,http://eimages.valtim.com/acme-images/product/w/t/wt03-purple_main.jpg
